Ticker	Name	Sector	Asset Class	Market Value	Weight (%)	Notional Value	Shares	Price	Location	Exchange	FX Rate	Market Currency	Accrual Date
MTB	M&T BANK CORP	Financials	Equity	"250,703,506.30"	0.06	"250,703,506.30"	"1,706,627.00"	146.9	United States	New York Stock Exchange Inc.	1	USD	-
TROW	T ROWE PRICE GROUP INC	Financials	Equity	"250,289,737.09"	0.06	"250,289,737.09"	"2,299,823.00"	108.83	United States	NASDAQ	1	USD	-
GLW	CORNING INC	Information Technology	Equity	"247,264,002.15"	0.06	"247,264,002.15"	"7,887,209.00"	31.35	United States	New York Stock Exchange Inc.	1	USD	-
AWK	AMERICAN WATER WORKS INC	Utilities	Equity	"243,093,314.75"	0.06	"243,093,314.75"	"1,999,945.00"	121.55	United States	New York Stock Exchange Inc.	1	USD	-
PHM	PULTEGROUP INC	Consumer Discretionary	Equity	"242,624,597.76"	0.06	"242,624,597.76"	"2,178,741.00"	111.36	United States	New York Stock Exchange Inc.	1	USD	-
BR	BROADRIDGE FINANCIAL SOLUTIONS INC	Industrials	Equity	"236,571,474.28"	0.05	"236,571,474.28"	"1,209,713.00"	195.56	United States	New York Stock Exchange Inc.	1	USD	-
WY	WEYERHAEUSER REIT	Real Estate	Equity	"235,818,182.60"	0.05	"235,818,182.60"	"7,495,810.00"	31.46	United States	New York Stock Exchange Inc.	1	USD	-
DTE	DTE ENERGY	Utilities	Equity	"235,685,262.24"	0.05	"235,685,262.24"	"2,120,616.00"	111.14	United States	New York Stock Exchange Inc.	1	USD	-
RJF	RAYMOND JAMES INC	Financials	Equity	"235,651,180.05"	0.05	"235,651,180.05"	"1,932,359.00"	121.95	United States	New York Stock Exchange Inc.	1	USD	-
NDAQ	NASDAQ INC	Financials	Equity	"235,326,279.31"	0.05	"235,326,279.31"	"3,903,239.00"	60.29	United States	NASDAQ	1	USD	-
BLDR	BUILDERS FIRSTSOURCE INC	Industrials	Equity	"234,726,643.12"	0.05	"234,726,643.12"	"1,267,012.00"	185.26	United States	New York Stock Exchange Inc.	1	USD	-
TTWO	TAKE TWO INTERACTIVE SOFTWARE INC	Communication	Equity	"233,613,046.80"	0.05	"233,613,046.80"	"1,628,760.00"	143.43	United States	NASDAQ	1	USD	-
ETR	ENTERGY CORP	Utilities	Equity	"233,574,515.40"	0.05	"233,574,515.40"	"2,172,180.00"	107.53	United States	New York Stock Exchange Inc.	1	USD	-
GPC	GENUINE PARTS	Consumer Discretionary	Equity	"231,955,135.23"	0.05	"231,955,135.23"	"1,440,089.00"	161.07	United States	New York Stock Exchange Inc.	1	USD	-
IRM	IRON MOUNTAIN INC	Real Estate	Equity	"231,720,046.24"	0.05	"231,720,046.24"	"2,999,224.00"	77.26	United States	New York Stock Exchange Inc.	1	USD	-
WDC	WESTERN DIGITAL CORP	Information Technology	Equity	"231,270,892.16"	0.05	"231,270,892.16"	"3,330,514.00"	69.44	United States	NASDAQ	1	USD	-
EQR	EQUITY RESIDENTIAL REIT	Real Estate	Equity	"230,022,113.36"	0.05	"230,022,113.36"	"3,545,347.00"	64.88	United States	New York Stock Exchange Inc.	1	USD	-
STT	STATE STREET CORP	Financials	Equity	"227,306,663.01"	0.05	"227,306,663.01"	"3,101,469.00"	73.29	United States	New York Stock Exchange Inc.	1	USD	-
ALGN	ALIGN TECHNOLOGY INC	Health Care	Equity	"227,169,252.00"	0.05	"227,169,252.00"	"731,624.00"	310.5	United States	NASDAQ	1	USD	-
HPE	HEWLETT PACKARD ENTERPRISE	Information Technology	Equity	"226,603,770.06"	0.05	"226,603,770.06"	"13,353,198.00"	16.97	United States	New York Stock Exchange Inc.	1	USD	-
GRMN	GARMIN LTD	Consumer Discretionary	Equity	"224,875,913.87"	0.05	"224,875,913.87"	"1,572,229.00"	143.03	United States	New York Stock Exchange Inc.	1	USD	-
CPAY	CORPAY INC	Financials	Equity	"224,039,142.40"	0.05	"224,039,142.40"	"741,655.00"	302.08	United States	New York Stock Exchange Inc.	1	USD	-
HUBB	HUBBELL INC	Industrials	Equity	"221,586,004.53"	0.05	"221,586,004.53"	"550,839.00"	402.27	United States	New York Stock Exchange Inc.	1	USD	-
AXON	AXON ENTERPRISE INC	Industrials	Equity	"221,569,233.60"	0.05	"221,569,233.60"	"723,515.00"	306.24	United States	NASDAQ	1	USD	-
IFF	INTERNATIONAL FLAVORS & FRAGRANCES	Materials	Equity	"221,151,287.60"	0.05	"221,151,287.60"	"2,622,140.00"	84.34	United States	New York Stock Exchange Inc.	1	USD	-
PTC	PTC INC	Information Technology	Equity	"220,891,920.48"	0.05	"220,891,920.48"	"1,227,996.00"	179.88	United States	NASDAQ	1	USD	-
CTRA	COTERRA ENERGY INC	Energy	Equity	"219,657,685.52"	0.05	"219,657,685.52"	"7,726,264.00"	28.43	United States	New York Stock Exchange Inc.	1	USD	-
SBAC	SBA COMMUNICATIONS REIT CORP CLASS	Real Estate	Equity	"219,341,473.61"	0.05	"219,341,473.61"	"1,108,177.00"	197.93	United States	NASDAQ	1	USD	-
ES	EVERSOURCE ENERGY	Utilities	Equity	"217,155,382.68"	0.05	"217,155,382.68"	"3,588,159.00"	60.52	United States	New York Stock Exchange Inc.	1	USD	-
NTAP	NETAPP INC	Information Technology	Equity	"213,617,706.96"	0.05	"213,617,706.96"	"2,116,284.00"	100.94	United States	NASDAQ	1	USD	-
DECK	DECKERS OUTDOOR CORP	Consumer Discretionary	Equity	"212,634,531.50"	0.05	"212,634,531.50"	"263,651.00"	806.5	United States	New York Stock Exchange Inc.	1	USD	-
BALL	BALL CORP	Materials	Equity	"211,970,820.60"	0.05	"211,970,820.60"	"3,238,668.00"	65.45	United States	New York Stock Exchange Inc.	1	USD	-
VLTO	VERALTO CORP	Industrials	Equity	"211,265,539.02"	0.05	"211,265,539.02"	"2,252,538.00"	93.79	United States	New York Stock Exchange Inc.	1	USD	-
MOH	MOLINA HEALTHCARE INC	Health Care	Equity	"209,894,703.20"	0.05	"209,894,703.20"	"595,784.00"	352.3	United States	New York Stock Exchange Inc.	1	USD	-
BAX	BAXTER INTERNATIONAL INC	Health Care	Equity	"209,850,220.26"	0.05	"209,850,220.26"	"5,216,262.00"	40.23	United States	New York Stock Exchange Inc.	1	USD	-
STLD	STEEL DYNAMICS INC	Materials	Equity	"207,845,539.88"	0.05	"207,845,539.88"	"1,562,396.00"	133.03	United States	NASDAQ	1	USD	-
PPL	PPL CORP	Utilities	Equity	"206,701,677.00"	0.05	"206,701,677.00"	"7,571,490.00"	27.3	United States	New York Stock Exchange Inc.	1	USD	-
FE	FIRSTENERGY CORP	Utilities	Equity	"204,600,890.48"	0.05	"204,600,890.48"	"5,304,664.00"	38.57	United States	New York Stock Exchange Inc.	1	USD	-
STE	STERIS	Health Care	Equity	"204,560,076.90"	0.05	"204,560,076.90"	"1,014,985.00"	201.54	United States	New York Stock Exchange Inc.	1	USD	-
INVH	INVITATION HOMES INC	Real Estate	Equity	"203,732,320.80"	0.05	"203,732,320.80"	"5,908,710.00"	34.48	United States	New York Stock Exchange Inc.	1	USD	-
ULTA	ULTA BEAUTY INC	Consumer Discretionary	Equity	"203,520,692.13"	0.05	"203,520,692.13"	"498,813.00"	408.01	United States	NASDAQ	1	USD	-
HBAN	HUNTINGTON BANCSHARES INC	Financials	Equity	"202,025,436.62"	0.05	"202,025,436.62"	"14,876,689.00"	13.58	United States	NASDAQ	1	USD	-
AEE	AMEREN CORP	Utilities	Equity	"201,918,237.36"	0.05	"201,918,237.36"	"2,700,886.00"	74.76	United States	New York Stock Exchange Inc.	1	USD	-
APTV	APTIV PLC	Consumer Discretionary	Equity	"201,004,011.19"	0.05	"201,004,011.19"	"2,866,163.00"	70.13	United States	New York Stock Exchange Inc.	1	USD	-
BRO	BROWN & BROWN INC	Financials	Equity	"199,640,407.12"	0.05	"199,640,407.12"	"2,426,354.00"	82.28	United States	New York Stock Exchange Inc.	1	USD	-
TYL	TYLER TECHNOLOGIES INC	Information Technology	Equity	"198,199,101.81"	0.05	"198,199,101.81"	"432,683.00"	458.07	United States	New York Stock Exchange Inc.	1	USD	-
ILMN	ILLUMINA INC	Health Care	Equity	"197,449,981.20"	0.05	"197,449,981.20"	"1,631,144.00"	121.05	United States	NASDAQ	1	USD	-
CBOE	CBOE GLOBAL MARKETS INC	Financials	Equity	"196,995,020.53"	0.05	"196,995,020.53"	"1,084,237.00"	181.69	United States	Cboe BZX formerly known as BATS	1	USD	-
OMC	OMNICOM GROUP INC	Communication	Equity	"196,680,867.78"	0.05	"196,680,867.78"	"2,033,718.00"	96.71	United States	New York Stock Exchange Inc.	1	USD	-
MKC	MCCORMICK & CO NON-VOTING INC	Consumer Staples	Equity	"195,150,247.64"	0.04	"195,150,247.64"	"2,582,719.00"	75.56	United States	New York Stock Exchange Inc.	1	USD	-
FSLR	FIRST SOLAR INC	Information Technology	Equity	"192,079,024.38"	0.04	"192,079,024.38"	"1,097,469.00"	175.02	United States	NASDAQ	1	USD	-
DRI	DARDEN RESTAURANTS INC	Consumer Discretionary	Equity	"192,003,980.46"	0.04	"192,003,980.46"	"1,226,549.00"	156.54	United States	New York Stock Exchange Inc.	1	USD	-
CINF	CINCINNATI FINANCIAL CORP	Financials	Equity	"191,006,292.96"	0.04	"191,006,292.96"	"1,612,684.00"	118.44	United States	NASDAQ	1	USD	-
CNP	CENTERPOINT ENERGY INC	Utilities	Equity	"190,232,374.14"	0.04	"190,232,374.14"	"6,483,721.00"	29.34	United States	New York Stock Exchange Inc.	1	USD	-
ARE	ALEXANDRIA REAL ESTATE EQUITIES RE	Real Estate	Equity	"189,731,928.90"	0.04	"189,731,928.90"	"1,617,493.00"	117.3	United States	New York Stock Exchange Inc.	1	USD	-
WBD	WARNER BROS. DISCOVERY INC SERIES	Communication	Equity	"188,961,165.72"	0.04	"188,961,165.72"	"22,793,868.00"	8.29	United States	NASDAQ	1	USD	-
CLX	CLOROX	Consumer Staples	Equity	"188,029,460.00"	0.04	"188,029,460.00"	"1,274,776.00"	147.5	United States	New York Stock Exchange Inc.	1	USD	-
WAT	WATERS CORP	Health Care	Equity	"187,270,513.85"	0.04	"187,270,513.85"	"607,331.00"	308.35	United States	New York Stock Exchange Inc.	1	USD	-
SYF	SYNCHRONY FINANCIAL	Financials	Equity	"186,632,442.92"	0.04	"186,632,442.92"	"4,178,962.00"	44.66	United States	New York Stock Exchange Inc.	1	USD	-
RF	REGIONS FINANCIAL CORP	Financials	Equity	"186,119,529.72"	0.04	"186,119,529.72"	"9,491,052.00"	19.61	United States	New York Stock Exchange Inc.	1	USD	-
J	JACOBS SOLUTIONS INC	Industrials	Equity	"186,085,340.28"	0.04	"186,085,340.28"	"1,290,646.00"	144.18	United States	New York Stock Exchange Inc.	1	USD	-
COO	COOPER INC	Health Care	Equity	"183,582,922.14"	0.04	"183,582,922.14"	"2,041,398.00"	89.93	United States	NASDAQ	1	USD	-
LDOS	LEIDOS HOLDINGS INC	Industrials	Equity	"183,444,590.08"	0.04	"183,444,590.08"	"1,412,416.00"	129.88	United States	New York Stock Exchange Inc.	1	USD	-
ATO	ATMOS ENERGY CORP	Utilities	Equity	"183,090,116.43"	0.04	"183,090,116.43"	"1,549,379.00"	118.17	United States	New York Stock Exchange Inc.	1	USD	-
EXPE	EXPEDIA GROUP INC	Consumer Discretionary	Equity	"183,007,593.75"	0.04	"183,007,593.75"	"1,343,175.00"	136.25	United States	NASDAQ	1	USD	-
CMS	CMS ENERGY CORP	Utilities	Equity	"182,919,582.72"	0.04	"182,919,582.72"	"3,024,464.00"	60.48	United States	New York Stock Exchange Inc.	1	USD	-
TDY	TELEDYNE TECHNOLOGIES INC	Information Technology	Equity	"182,710,142.64"	0.04	"182,710,142.64"	"484,668.00"	376.98	United States	New York Stock Exchange Inc.	1	USD	-
PFG	PRINCIPAL FINANCIAL GROUP INC	Financials	Equity	"182,626,558.80"	0.04	"182,626,558.80"	"2,252,980.00"	81.06	United States	NASDAQ	1	USD	-
HOLX	HOLOGIC INC	Health Care	Equity	"182,543,623.90"	0.04	"182,543,623.90"	"2,411,090.00"	75.71	United States	NASDAQ	1	USD	-
UAL	UNITED AIRLINES HOLDINGS INC	Industrials	Equity	"180,292,045.65"	0.04	"180,292,045.65"	"3,369,315.00"	53.51	United States	NASDAQ	1	USD	-
AVY	AVERY DENNISON CORP	Materials	Equity	"179,632,146.08"	0.04	"179,632,146.08"	"827,188.00"	217.16	United States	New York Stock Exchange Inc.	1	USD	-
VTR	VENTAS REIT INC	Real Estate	Equity	"179,212,300.00"	0.04	"179,212,300.00"	"4,133,125.00"	43.36	United States	New York Stock Exchange Inc.	1	USD	-
TSN	TYSON FOODS INC CLASS A	Consumer Staples	Equity	"179,090,337.79"	0.04	"179,090,337.79"	"2,941,211.00"	60.89	United States	New York Stock Exchange Inc.	1	USD	-
DPZ	DOMINOS PIZZA INC	Consumer Discretionary	Equity	"177,313,693.52"	0.04	"177,313,693.52"	"358,376.00"	494.77	United States	New York Stock Exchange Inc.	1	USD	-
NTRS	NORTHERN TRUST CORP	Financials	Equity	"175,806,744.96"	0.04	"175,806,744.96"	"2,106,984.00"	83.44	United States	NASDAQ	1	USD	-
STX	SEAGATE TECHNOLOGY HOLDINGS PLC	Information Technology	Equity	"174,640,767.84"	0.04	"174,640,767.84"	"2,001,384.00"	87.26	United States	NASDAQ	1	USD	-
IEX	IDEX CORP	Industrials	Equity	"173,445,020.40"	0.04	"173,445,020.40"	"776,805.00"	223.28	United States	New York Stock Exchange Inc.	1	USD	-
LH	LABORATORY CORPORATION OF AMERICA	Health Care	Equity	"173,000,274.95"	0.04	"173,000,274.95"	"872,197.00"	198.35	United States	New York Stock Exchange Inc.	1	USD	-
LVS	LAS VEGAS SANDS CORP	Consumer Discretionary	Equity	"172,773,974.10"	0.04	"172,773,974.10"	"3,793,062.00"	45.55	United States	New York Stock Exchange Inc.	1	USD	-
TER	TERADYNE INC	Information Technology	Equity	"171,041,956.99"	0.04	"171,041,956.99"	"1,570,489.00"	108.91	United States	NASDAQ	1	USD	-
TXT	TEXTRON INC	Industrials	Equity	"170,929,170.00"	0.04	"170,929,170.00"	"2,013,300.00"	84.9	United States	New York Stock Exchange Inc.	1	USD	-
EQT	EQT CORP	Energy	Equity	"170,748,656.46"	0.04	"170,748,656.46"	"4,225,406.00"	40.41	United States	New York Stock Exchange Inc.	1	USD	-
SWKS	SKYWORKS SOLUTIONS INC	Information Technology	Equity	"169,437,271.95"	0.04	"169,437,271.95"	"1,645,821.00"	102.95	United States	NASDAQ	1	USD	-
EXPD	EXPEDITORS INTERNATIONAL OF WASHIN	Industrials	Equity	"168,990,882.80"	0.04	"168,990,882.80"	"1,493,512.00"	113.15	United States	New York Stock Exchange Inc.	1	USD	-
NRG	NRG ENERGY INC	Utilities	Equity	"168,962,704.30"	0.04	"168,962,704.30"	"2,319,005.00"	72.86	United States	New York Stock Exchange Inc.	1	USD	-
CFG	CITIZENS FINANCIAL GROUP INC	Financials	Equity	"167,619,900.00"	0.04	"167,619,900.00"	"4,789,140.00"	35	United States	New York Stock Exchange Inc.	1	USD	-
LUV	SOUTHWEST AIRLINES	Industrials	Equity	"167,070,461.02"	0.04	"167,070,461.02"	"6,128,777.00"	27.26	United States	New York Stock Exchange Inc.	1	USD	-
MRO	MARATHON OIL CORP	Energy	Equity	"166,758,815.82"	0.04	"166,758,815.82"	"6,011,493.00"	27.74	United States	New York Stock Exchange Inc.	1	USD	-
VRSN	VERISIGN INC	Information Technology	Equity	"165,377,463.80"	0.04	"165,377,463.80"	"905,285.00"	182.68	United States	NASDAQ	1	USD	-
FDS	FACTSET RESEARCH SYSTEMS INC	Financials	Equity	"163,855,877.85"	0.04	"163,855,877.85"	"391,335.00"	418.71	United States	New York Stock Exchange Inc.	1	USD	-
EG	EVEREST GROUP LTD	Financials	Equity	"163,077,753.60"	0.04	"163,077,753.60"	"445,860.00"	365.76	United States	New York Stock Exchange Inc.	1	USD	-
ESS	ESSEX PROPERTY TRUST REIT INC	Real Estate	Equity	"163,027,578.70"	0.04	"163,027,578.70"	"659,470.00"	247.21	United States	New York Stock Exchange Inc.	1	USD	-
WRB	WR BERKLEY CORP	Financials	Equity	"162,193,895.01"	0.04	"162,193,895.01"	"2,081,811.00"	77.91	United States	New York Stock Exchange Inc.	1	USD	-
K	KELLANOVA	Consumer Staples	Equity	"158,354,902.65"	0.04	"158,354,902.65"	"2,709,237.00"	58.45	United States	New York Stock Exchange Inc.	1	USD	-
CE	CELANESE CORP	Materials	Equity	"158,334,804.87"	0.04	"158,334,804.87"	"1,028,883.00"	153.89	United States	New York Stock Exchange Inc.	1	USD	-
AKAM	AKAMAI TECHNOLOGIES INC	Information Technology	Equity	"157,720,754.88"	0.04	"157,720,754.88"	"1,549,472.00"	101.79	United States	NASDAQ	1	USD	-
MAS	MASCO CORP	Industrials	Equity	"157,728,869.94"	0.04	"157,728,869.94"	"2,257,462.00"	69.87	United States	New York Stock Exchange Inc.	1	USD	-
CCL	CARNIVAL CORP	Consumer Discretionary	Equity	"157,118,753.22"	0.04	"157,118,753.22"	"10,350,379.00"	15.18	United States	New York Stock Exchange Inc.	1	USD	-
CF	CF INDUSTRIES HOLDINGS INC	Materials	Equity	"156,958,398.52"	0.04	"156,958,398.52"	"1,962,716.00"	79.97	United States	New York Stock Exchange Inc.	1	USD	-
PKG	PACKAGING CORP OF AMERICA	Materials	Equity	"156,473,693.75"	0.04	"156,473,693.75"	"913,715.00"	171.25	United States	New York Stock Exchange Inc.	1	USD	-
BG	BUNGE GLOBAL SA	Consumer Staples	Equity	"155,297,270.92"	0.04	"155,297,270.92"	"1,492,382.00"	104.06	United States	New York Stock Exchange Inc.	1	USD	-
JBL	JABIL INC	Information Technology	Equity	"155,236,168.88"	0.04	"155,236,168.88"	"1,310,231.00"	118.48	United States	New York Stock Exchange Inc.	1	USD	-
DGX	QUEST DIAGNOSTICS INC	Health Care	Equity	"154,418,071.80"	0.04	"154,418,071.80"	"1,140,290.00"	135.42	United States	New York Stock Exchange Inc.	1	USD	-
ZBRA	ZEBRA TECHNOLOGIES CORP CLASS A	Information Technology	Equity	"154,410,205.32"	0.04	"154,410,205.32"	"527,844.00"	292.53	United States	NASDAQ	1	USD	-
CAG	CONAGRA BRANDS INC	Consumer Staples	Equity	"153,556,150.58"	0.04	"153,556,150.58"	"4,910,654.00"	31.27	United States	New York Stock Exchange Inc.	1	USD	-
MAA	MID AMERICA APARTMENT COMMUNITIES	Real Estate	Equity	"152,500,080.00"	0.03	"152,500,080.00"	"1,198,900.00"	127.2	United States	New York Stock Exchange Inc.	1	USD	-
TRMB	TRIMBLE INC	Information Technology	Equity	"151,312,990.51"	0.03	"151,312,990.51"	"2,555,531.00"	59.21	United States	NASDAQ	1	USD	-
ENPH	ENPHASE ENERGY INC	Information Technology	Equity	"150,393,951.56"	0.03	"150,393,951.56"	"1,394,732.00"	107.83	United States	NASDAQ	1	USD	-
BBY	BEST BUY CO INC	Consumer Discretionary	Equity	"148,168,551.96"	0.03	"148,168,551.96"	"1,969,279.00"	75.24	United States	New York Stock Exchange Inc.	1	USD	-
POOL	POOL CORP	Consumer Discretionary	Equity	"147,022,090.00"	0.03	"147,022,090.00"	"397,357.00"	370	United States	NASDAQ	1	USD	-
SNA	SNAP ON INC	Industrials	Equity	"146,463,191.60"	0.03	"146,463,191.60"	"542,135.00"	270.16	United States	New York Stock Exchange Inc.	1	USD	-
NDSN	NORDSON CORP	Industrials	Equity	"144,718,904.40"	0.03	"144,718,904.40"	"557,340.00"	259.66	United States	NASDAQ	1	USD	-
L	LOEWS CORP	Financials	Equity	"143,017,743.15"	0.03	"143,017,743.15"	"1,871,715.00"	76.41	United States	New York Stock Exchange Inc.	1	USD	-
VTRS	VIATRIS INC	Health Care	Equity	"141,371,122.18"	0.03	"141,371,122.18"	"12,325,294.00"	11.47	United States	NASDAQ	1	USD	-
KEY	KEYCORP	Financials	Equity	"140,580,342.00"	0.03	"140,580,342.00"	"9,622,200.00"	14.61	United States	New York Stock Exchange Inc.	1	USD	-
EPAM	EPAM SYSTEMS INC	Information Technology	Equity	"140,540,311.36"	0.03	"140,540,311.36"	"592,672.00"	237.13	United States	New York Stock Exchange Inc.	1	USD	-
SWK	STANLEY BLACK & DECKER INC	Industrials	Equity	"139,901,476.05"	0.03	"139,901,476.05"	"1,574,935.00"	88.83	United States	New York Stock Exchange Inc.	1	USD	-
ALB	ALBEMARLE CORP	Materials	Equity	"138,641,504.24"	0.03	"138,641,504.24"	"1,205,788.00"	114.98	United States	New York Stock Exchange Inc.	1	USD	-
JBHT	JB HUNT TRANSPORT SERVICES INC	Industrials	Equity	"137,208,716.58"	0.03	"137,208,716.58"	"837,967.00"	163.74	United States	NASDAQ	1	USD	-
HST	HOST HOTELS & RESORTS REIT INC	Real Estate	Equity	"136,912,982.12"	0.03	"136,912,982.12"	"7,247,908.00"	18.89	United States	NASDAQ	1	USD	-
PNR	PENTAIR	Industrials	Equity	"134,497,915.20"	0.03	"134,497,915.20"	"1,698,206.00"	79.2	United States	New York Stock Exchange Inc.	1	USD	-
DOC	HEALTHPEAK PROPERTIES INC	Real Estate	Equity	"133,396,100.04"	0.03	"133,396,100.04"	"7,273,506.00"	18.34	United States	New York Stock Exchange Inc.	1	USD	-
AMCR	AMCOR PLC	Materials	Equity	"132,908,645.60"	0.03	"132,908,645.60"	"14,850,128.00"	8.95	United States	New York Stock Exchange Inc.	1	USD	-
LNT	ALLIANT ENERGY CORP	Utilities	Equity	"131,701,854.48"	0.03	"131,701,854.48"	"2,621,976.00"	50.23	United States	NASDAQ	1	USD	-
RVTY	REVVITY INC	Health Care	Equity	"129,433,581.42"	0.03	"129,433,581.42"	"1,267,838.00"	102.09	United States	New York Stock Exchange Inc.	1	USD	-
WBA	WALGREEN BOOTS ALLIANCE INC	Consumer Staples	Equity	"129,432,952.00"	0.03	"129,432,952.00"	"7,354,145.00"	17.6	United States	NASDAQ	1	USD	-
LYV	LIVE NATION ENTERTAINMENT INC	Communication	Equity	"128,988,510.38"	0.03	"128,988,510.38"	"1,457,662.00"	88.49	United States	New York Stock Exchange Inc.	1	USD	-
ROL	ROLLINS INC	Industrials	Equity	"127,709,963.19"	0.03	"127,709,963.19"	"2,884,797.00"	44.27	United States	New York Stock Exchange Inc.	1	USD	-
KIM	KIMCO REALTY REIT CORP	Real Estate	Equity	"126,089,376.06"	0.03	"126,089,376.06"	"6,845,243.00"	18.42	United States	New York Stock Exchange Inc.	1	USD	-
SJM	JM SMUCKER	Consumer Staples	Equity	"125,616,229.44"	0.03	"125,616,229.44"	"1,090,608.00"	115.18	United States	New York Stock Exchange Inc.	1	USD	-
JKHY	JACK HENRY AND ASSOCIATES INC	Financials	Equity	"124,181,438.53"	0.03	"124,181,438.53"	"748,577.00"	165.89	United States	NASDAQ	1	USD	-
LW	LAMB WESTON HOLDINGS INC	Consumer Staples	Equity	"123,883,021.50"	0.03	"123,883,021.50"	"1,483,629.00"	83.5	United States	New York Stock Exchange Inc.	1	USD	-
EVRG	EVERGY INC	Utilities	Equity	"123,748,732.72"	0.03	"123,748,732.72"	"2,360,716.00"	52.42	United States	NASDAQ	1	USD	-
WRK	WESTROCK	Materials	Equity	"123,599,183.64"	0.03	"123,599,183.64"	"2,640,444.00"	46.81	United States	New York Stock Exchange Inc.	1	USD	-
IPG	INTERPUBLIC GROUP OF COMPANIES INC	Communication	Equity	"122,638,842.48"	0.03	"122,638,842.48"	"3,935,778.00"	31.16	United States	New York Stock Exchange Inc.	1	USD	-
CRL	CHARLES RIVER LABORATORIES INTERNA	Health Care	Equity	"120,106,671.63"	0.03	"120,106,671.63"	"527,223.00"	227.81	United States	New York Stock Exchange Inc.	1	USD	-
APA	APA CORP	Energy	Equity	"120,054,467.40"	0.03	"120,054,467.40"	"3,709,965.00"	32.36	United States	NASDAQ	1	USD	-
TAP	MOLSON COORS BREWING CLASS B	Consumer Staples	Equity	"119,524,410.18"	0.03	"119,524,410.18"	"1,902,649.00"	62.82	United States	New York Stock Exchange Inc.	1	USD	-
NI	NISOURCE INC	Utilities	Equity	"119,382,906.20"	0.03	"119,382,906.20"	"4,248,502.00"	28.1	United States	New York Stock Exchange Inc.	1	USD	-
IP	INTERNATIONAL PAPER	Materials	Equity	"119,179,522.00"	0.03	"119,179,522.00"	"3,555,475.00"	33.52	United States	New York Stock Exchange Inc.	1	USD	-
MGM	MGM RESORTS INTERNATIONAL	Consumer Discretionary	Equity	"118,455,781.20"	0.03	"118,455,781.20"	"2,808,340.00"	42.18	United States	New York Stock Exchange Inc.	1	USD	-
GEN	GEN DIGITAL INC	Information Technology	Equity	"118,366,150.50"	0.03	"118,366,150.50"	"5,759,910.00"	20.55	United States	NASDAQ	1	USD	-
UDR	UDR REIT INC	Real Estate	Equity	"118,085,295.11"	0.03	"118,085,295.11"	"3,109,963.00"	37.97	United States	New York Stock Exchange Inc.	1	USD	-
LKQ	LKQ CORP	Consumer Discretionary	Equity	"117,998,968.84"	0.03	"117,998,968.84"	"2,749,277.00"	42.92	United States	NASDAQ	1	USD	-
AES	AES CORP	Utilities	Equity	"117,891,349.41"	0.03	"117,891,349.41"	"6,882,157.00"	17.13	United States	New York Stock Exchange Inc.	1	USD	-
PODD	INSULET CORP	Health Care	Equity	"117,638,640.22"	0.03	"117,638,640.22"	"716,566.00"	164.17	United States	NASDAQ	1	USD	-
EMN	EASTMAN CHEMICAL	Materials	Equity	"115,889,425.37"	0.03	"115,889,425.37"	"1,205,549.00"	96.13	United States	New York Stock Exchange Inc.	1	USD	-
JNPR	JUNIPER NETWORKS INC	Information Technology	Equity	"115,621,694.85"	0.03	"115,621,694.85"	"3,308,203.00"	34.95	United States	New York Stock Exchange Inc.	1	USD	-
QRVO	QORVO INC	Information Technology	Equity	"113,806,142.90"	0.03	"113,806,142.90"	"992,207.00"	114.7	United States	NASDAQ	1	USD	-
ALLE	ALLEGION PLC	Industrials	Equity	"112,447,432.92"	0.03	"112,447,432.92"	"900,516.00"	124.87	United States	New York Stock Exchange Inc.	1	USD	-
KMX	CARMAX INC	Consumer Discretionary	Equity	"112,348,074.76"	0.03	"112,348,074.76"	"1,623,058.00"	69.22	United States	New York Stock Exchange Inc.	1	USD	-
HII	HUNTINGTON INGALLS INDUSTRIES INC	Industrials	Equity	"112,147,232.80"	0.03	"112,147,232.80"	"406,360.00"	275.98	United States	New York Stock Exchange Inc.	1	USD	-
FFIV	F5 INC	Information Technology	Equity	"109,914,686.25"	0.03	"109,914,686.25"	"604,425.00"	181.85	United States	NASDAQ	1	USD	-
CPT	CAMDEN PROPERTY TRUST REIT	Real Estate	Equity	"107,596,224.33"	0.02	"107,596,224.33"	"1,095,573.00"	98.21	United States	New York Stock Exchange Inc.	1	USD	-
BBWI	BATH AND BODY WORKS INC	Consumer Discretionary	Equity	"105,709,099.20"	0.02	"105,709,099.20"	"2,318,182.00"	45.6	United States	New York Stock Exchange Inc.	1	USD	-
HRL	HORMEL FOODS CORP	Consumer Staples	Equity	"104,877,708.09"	0.02	"104,877,708.09"	"2,973,567.00"	35.27	United States	New York Stock Exchange Inc.	1	USD	-
AOS	A O SMITH CORP	Industrials	Equity	"104,550,560.06"	0.02	"104,550,560.06"	"1,262,383.00"	82.82	United States	New York Stock Exchange Inc.	1	USD	-
UHS	UNIVERSAL HEALTH SERVICES INC CLAS	Health Care	Equity	"103,519,681.20"	0.02	"103,519,681.20"	"627,012.00"	165.1	United States	New York Stock Exchange Inc.	1	USD	-
CTLT	CATALENT INC	Health Care	Equity	"103,475,408.40"	0.02	"103,475,408.40"	"1,854,398.00"	55.8	United States	New York Stock Exchange Inc.	1	USD	-
